,activate,dock_bikes,free_bases,id,light,no_available,reservations_count,last_updated
0,1,14,13,1406,2,0,0,2024-03-10 21:18:13
1,1,0,19,1407,0,0,0,2024-03-10 21:18:13
2,1,1,26,1409,0,0,0,2024-03-10 21:18:13
3,1,1,18,1410,0,0,0,2024-03-10 21:18:13
4,1,12,7,1411,2,0,0,2024-03-10 21:18:13
5,1,18,6,1412,1,0,0,2024-03-10 21:18:13
6,1,22,2,1413,1,0,0,2024-03-10 21:18:13
7,1,23,0,1414,1,0,0,2024-03-10 21:18:13
8,1,1,22,1415,0,0,0,2024-03-10 21:18:13
9,1,16,11,1416,2,0,0,2024-03-10 21:18:13
10,1,3,19,1417,0,0,0,2024-03-10 21:18:13
11,1,25,2,1418,1,0,0,2024-03-10 21:18:13
12,1,11,8,1419,2,0,0,2024-03-10 21:18:13
13,1,8,11,1420,2,0,0,2024-03-10 21:18:13
14,1,10,13,1421,2,0,0,2024-03-10 21:18:13
15,1,9,15,1422,2,0,0,2024-03-10 21:18:13
16,1,17,11,1423,2,0,0,2024-03-10 21:18:13
17,1,23,4,1424,1,0,0,2024-03-10 21:18:13
18,1,0,0,1425,3,1,0,2024-03-10 21:18:13
19,1,9,15,1426,2,0,0,2024-03-10 21:18:13
20,1,0,18,1427,0,0,0,2024-03-10 21:18:13
21,1,2,22,1428,0,0,0,2024-03-10 21:18:13
22,1,1,23,1429,0,0,0,2024-03-10 21:18:13
23,1,15,12,1430,2,0,0,2024-03-10 21:18:13
24,1,27,0,1431,1,0,0,2024-03-10 21:18:13
25,1,17,1,1432,1,0,0,2024-03-10 21:18:13
26,1,23,0,1433,1,0,0,2024-03-10 21:18:13
27,1,18,9,1434,2,0,0,2024-03-10 21:18:13
28,1,12,15,1435,2,0,0,2024-03-10 21:18:13
29,1,6,12,1436,2,0,0,2024-03-10 21:18:13
30,1,17,6,1437,1,0,0,2024-03-10 21:18:13
31,1,19,5,1438,1,0,0,2024-03-10 21:18:13
32,1,17,7,1439,1,0,0,2024-03-10 21:18:13
33,1,19,5,1440,1,0,0,2024-03-10 21:18:13
34,1,23,1,1441,1,0,0,2024-03-10 21:18:13
35,1,17,10,1442,2,0,0,2024-03-10 21:18:13
36,1,30,1,1443,1,0,0,2024-03-10 21:18:13
37,1,16,1,1444,1,0,0,2024-03-10 21:18:13
38,1,15,4,1445,1,0,0,2024-03-10 21:18:13
39,1,24,3,1446,1,0,0,2024-03-10 21:18:13
40,1,10,8,1447,2,0,0,2024-03-10 21:18:13
41,1,15,4,1448,1,0,0,2024-03-10 21:18:13
42,1,10,9,1449,2,0,0,2024-03-10 21:18:13
43,1,25,2,1450,1,0,0,2024-03-10 21:18:13
44,1,20,4,1451,1,0,0,2024-03-10 21:18:13
45,1,14,10,1452,2,0,0,2024-03-10 21:18:13
46,1,17,10,1453,2,0,0,2024-03-10 21:18:13
47,1,14,10,1454,2,0,0,2024-03-10 21:18:13
48,1,20,7,1455,1,0,0,2024-03-10 21:18:13
49,1,13,2,1456,1,0,0,2024-03-10 21:18:13
50,1,21,3,1457,1,0,0,2024-03-10 21:18:13
51,1,6,13,1458,0,0,0,2024-03-10 21:18:13
52,1,20,4,1459,1,0,0,2024-03-10 21:18:13
53,1,20,3,1460,1,0,0,2024-03-10 21:18:13
54,1,6,17,1461,0,0,0,2024-03-10 21:18:13
55,1,15,12,1462,2,0,0,2024-03-10 21:18:13
56,1,4,15,1463,0,0,0,2024-03-10 21:18:13
57,1,20,3,1464,1,0,0,2024-03-10 21:18:13
58,1,20,7,1465,1,0,0,2024-03-10 21:18:13
59,1,18,9,1466,2,0,0,2024-03-10 21:18:13
60,1,22,1,1467,1,0,0,2024-03-10 21:18:13
61,1,12,12,1468,2,0,0,2024-03-10 21:18:13
62,1,8,15,1469,2,0,0,2024-03-10 21:18:13
63,1,4,15,1470,0,0,0,2024-03-10 21:18:13
64,1,22,5,1471,1,0,0,2024-03-10 21:18:13
65,1,18,9,1472,2,0,0,2024-03-10 21:18:13
66,1,13,10,1473,2,0,0,2024-03-10 21:18:13
67,1,18,5,1474,1,0,0,2024-03-10 21:18:13
68,1,11,12,1475,2,0,0,2024-03-10 21:18:13
69,1,19,8,1476,1,0,0,2024-03-10 21:18:13
70,1,10,14,1478,2,0,0,2024-03-10 21:18:13
71,1,1,17,1479,0,0,0,2024-03-10 21:18:13
72,1,14,9,1480,2,0,0,2024-03-10 21:18:13
73,1,8,19,1481,0,0,0,2024-03-10 21:18:13
74,1,8,16,1484,2,0,0,2024-03-10 21:18:13
75,1,21,2,1485,1,0,0,2024-03-10 21:18:13
76,1,16,7,1486,2,0,0,2024-03-10 21:18:13
77,1,17,6,1487,1,0,0,2024-03-10 21:18:13
78,1,17,10,1488,2,0,0,2024-03-10 21:18:13
79,1,19,5,1489,1,0,0,2024-03-10 21:18:13
80,1,7,16,1490,0,0,0,2024-03-10 21:18:13
81,1,20,3,1491,1,0,0,2024-03-10 21:18:13
82,1,16,7,1492,2,0,0,2024-03-10 21:18:13
83,1,19,8,1493,1,0,0,2024-03-10 21:18:13
84,1,2,21,1494,0,0,0,2024-03-10 21:18:13
85,1,7,16,1495,0,0,0,2024-03-10 21:18:13
86,1,13,10,1496,2,0,0,2024-03-10 21:18:13
87,1,2,21,1497,0,0,0,2024-03-10 21:18:13
88,1,8,15,1498,2,0,0,2024-03-10 21:18:13
89,1,11,16,1499,2,0,0,2024-03-10 21:18:13
90,1,14,13,1500,2,0,0,2024-03-10 21:18:13
